loan_id,user_id,loan_type,amount,interest_rate,term_months,status,application_date
4573,66177,Home,6773229.21,14.86,48,approved,2024-11-19 18:42:22
4574,47003,Education,3086381.41,7.25,240,rejected,2023-08-30 21:29:46
4575,66478,Auto,462802.16,14.8,180,rejected,2024-12-18 22:30:31
4576,46263,Auto,9835982.28,13.53,36,rejected,2023-05-31 09:25:07
4577,47164,Home,6211411.93,14.72,24,pending,2025-03-17 09:43:44
4578,92261,Education,6618152.8,8.35,24,approved,2024-10-07 15:46:41
4579,92761,Business,9579386.32,13.0,12,approved,2023-04-13 17:20:03
4580,55846,Auto,866397.96,14.72,36,rejected,2024-11-25 11:54:32
4581,71134,Business,2885694.08,7.64,36,rejected,2024-08-16 19:43:39
4582,1852,Business,4513379.38,13.15,36,closed,2023-11-29 20:38:48
4583,18302,Business,3548353.74,9.56,120,approved,2024-01-09 17:21:30
4584,90325,Auto,6403348.19,7.5,48,rejected,2024-05-18 18:41:25
4585,34226,Home,1294124.37,14.52,12,rejected,2023-10-11 16:41:11
4586,82830,Auto,544432.95,11.49,36,pending,2023-08-02 08:25:59
4587,85076,Business,5100072.2,7.21,180,pending,2024-01-07 19:45:13
4588,31037,Auto,1335546.37,12.12,120,approved,2023-04-17 09:31:07
4589,36411,Personal,230710.33,9.07,36,rejected,2023-11-25 22:48:13
4590,87035,Personal,3719009.07,7.62,12,rejected,2023-09-17 12:42:54
4591,71047,Home,7837421.22,14.9,60,rejected,2024-11-12 11:59:33
4592,45856,Education,104870.56,10.63,60,rejected,2023-11-08 16:28:01
4593,10317,Home,9717957.1,12.42,180,pending,2024-03-31 15:47:45
4594,50630,Education,1570875.08,8.17,180,pending,2024-09-13 17:55:51
4595,48430,Personal,1044664.2,7.77,180,pending,2023-12-19 20:45:47
4596,90740,Home,6517691.89,10.54,36,approved,2023-08-17 22:46:50
4597,57377,Business,2929824.56,7.44,240,closed,2024-09-12 04:55:59
4598,83556,Personal,4431306.42,7.7,240,approved,2024-11-13 23:10:07
4599,97706,Personal,2017856.09,8.29,120,pending,2023-09-11 02:44:32
4600,66861,Personal,5714468.28,7.9,24,approved,2023-09-15 03:22:57
4601,75952,Business,9909361.38,13.25,12,pending,2024-01-15 18:20:10
4602,27536,Education,6426005.52,11.28,240,pending,2024-09-26 05:02:53
4603,93035,Personal,6183563.05,14.15,180,approved,2024-02-05 16:56:47
4604,75386,Education,4512305.33,11.19,60,pending,2024-10-02 19:56:53
4605,9159,Education,3897533.38,14.57,12,closed,2024-09-05 05:04:19
4606,22347,Education,6244570.43,7.8,12,approved,2024-10-01 17:54:10
4607,84273,Home,3152347.42,14.39,60,rejected,2024-07-13 01:32:26
4608,49058,Personal,1621413.77,8.41,180,pending,2024-10-01 05:41:31
4609,59328,Auto,2716260.49,11.92,180,pending,2024-06-06 09:50:30
4610,44767,Auto,3375822.91,13.85,36,closed,2023-11-24 22:22:31
4611,51153,Education,8192513.71,9.79,24,closed,2023-12-02 19:49:11
4612,85673,Auto,4530350.84,12.46,120,rejected,2024-05-21 02:38:03
4613,44024,Auto,1593050.98,13.71,120,approved,2024-07-12 16:16:25
4614,477,Home,1352728.19,13.25,12,rejected,2024-03-05 11:06:50
4615,83574,Auto,1096022.38,8.07,12,approved,2024-03-11 07:40:11
4616,97656,Home,9802498.45,11.93,48,approved,2024-06-19 08:14:25
4617,9097,Auto,2357096.18,14.33,180,rejected,2024-06-18 21:23:08
4618,13216,Personal,7945677.7,9.73,240,rejected,2024-07-28 13:08:59
4619,63311,Personal,3452297.9,9.23,60,approved,2025-03-13 16:17:48
4620,27404,Home,8134336.65,8.78,12,rejected,2024-01-05 19:16:47
4621,15960,Personal,3116815.38,12.38,24,pending,2025-03-17 14:19:48
4622,78249,Education,4474436.95,7.11,36,closed,2023-11-15 05:59:11
4623,34725,Auto,7834107.88,13.47,36,rejected,2023-05-16 02:29:36
4624,15879,Home,1521929.02,13.44,60,approved,2023-04-11 21:20:45
4625,60197,Personal,5594183.07,14.23,24,pending,2023-08-05 17:00:13
4626,4576,Business,6642973.61,11.31,180,closed,2023-11-17 13:19:01
4627,95433,Personal,1429259.43,10.94,180,rejected,2024-11-25 15:09:08
4628,75259,Education,5918123.16,14.41,24,closed,2024-12-25 17:21:47
4629,17245,Home,5075081.93,7.52,12,closed,2023-06-21 14:29:59
4630,68926,Personal,9954766.1,13.41,120,rejected,2024-04-28 02:06:43
4631,72259,Education,318462.87,10.77,48,approved,2023-08-29 03:29:16
4632,94306,Personal,6959947.92,9.95,48,rejected,2023-06-10 07:21:22
4633,75867,Business,9473310.43,12.61,12,closed,2024-04-14 12:32:51
4634,94849,Business,1509759.14,9.5,48,approved,2025-03-13 17:54:54
4635,73000,Business,1467762.69,7.59,36,rejected,2023-08-16 18:38:20
4636,28017,Personal,5955177.03,12.12,240,rejected,2023-06-22 03:39:34
4637,45932,Education,9256501.12,10.79,36,pending,2024-06-05 01:31:58
4638,67138,Auto,216383.42,10.73,240,closed,2024-12-30 03:12:51
4639,35191,Auto,7181418.9,14.21,180,rejected,2024-06-16 20:26:38
4640,49516,Home,7643181.47,13.99,24,closed,2024-05-15 13:57:15
4641,34379,Auto,6625188.6,8.73,180,rejected,2024-05-05 21:35:13
4642,295,Business,5753946.39,10.21,120,closed,2023-06-24 14:33:58
4643,30791,Auto,4367261.69,10.37,36,rejected,2025-01-14 23:55:19
4644,57166,Business,2523485.28,12.94,60,rejected,2023-04-22 00:46:41
4645,65507,Business,4211942.82,7.59,48,approved,2025-02-08 14:18:50
4646,86723,Home,1034094.05,7.24,120,closed,2025-01-28 11:18:06
4647,44621,Home,1586475.48,11.99,120,pending,2024-03-29 00:58:49
4648,72850,Education,8420040.02,9.06,48,closed,2023-06-26 20:57:15
4649,52065,Personal,7925327.77,8.33,12,closed,2024-12-15 00:04:40
4650,78184,Personal,7643705.07,10.99,60,approved,2025-01-04 15:23:59
4651,59983,Home,5781395.44,7.81,48,rejected,2025-03-19 07:17:44
4652,26420,Home,6903056.27,7.95,12,closed,2023-05-21 00:18:00
4653,60942,Auto,8305428.63,14.51,48,rejected,2023-04-06 22:15:46
4654,39352,Education,8145463.6,14.17,240,closed,2023-06-14 14:19:10
4655,25692,Business,2138787.87,7.17,12,pending,2024-08-03 16:02:47
4656,45064,Home,5537336.49,7.09,36,pending,2024-12-15 06:56:11
4657,20712,Home,5335155.15,8.22,240,approved,2023-06-30 05:02:43
4658,12130,Education,1356523.23,9.69,180,approved,2024-10-30 06:51:49
4659,58838,Education,9680622.74,9.16,60,rejected,2024-04-26 12:40:36
4660,23180,Personal,471487.95,13.0,12,rejected,2024-11-28 00:30:08
4661,1076,Home,8931635.5,7.24,48,closed,2023-10-14 09:21:07
4662,67641,Home,3968489.39,13.08,12,rejected,2025-02-24 08:37:16
4663,42982,Business,6751987.61,14.99,12,approved,2024-06-08 18:01:54
4664,15044,Home,1965090.2,8.14,48,closed,2024-10-29 09:54:02
4665,53987,Education,7384247.78,13.34,48,closed,2024-07-12 10:18:21
4666,43711,Auto,3205909.17,13.09,36,rejected,2025-01-23 07:00:35
4667,89242,Business,3547221.33,12.9,60,closed,2025-02-28 10:50:51
4668,97746,Auto,1756494.81,14.22,12,approved,2023-04-11 06:57:05
4669,67398,Education,8227807.02,7.58,24,closed,2023-09-21 03:58:53
4670,35844,Business,7058963.3,9.12,12,approved,2024-08-10 10:44:39
4671,71810,Home,3523516.42,10.73,120,rejected,2024-07-08 11:25:28
4672,99716,Home,3977349.28,8.0,24,pending,2023-08-10 20:53:40
4673,17562,Personal,5348067.04,12.06,180,closed,2024-01-22 04:31:32
4674,98900,Auto,9366961.81,9.96,36,pending,2025-02-14 23:04:15
4675,92595,Personal,6766205.21,13.85,12,approved,2024-11-04 03:46:11
4676,65548,Education,1289673.07,10.95,12,pending,2024-09-26 12:04:31
4677,25920,Education,9900416.2,12.3,120,closed,2024-03-17 00:32:26
4678,47907,Education,8499499.87,8.92,240,approved,2023-09-10 20:51:31
4679,35023,Education,6271604.04,13.41,60,rejected,2023-08-28 04:49:59
4680,23183,Home,1223762.64,11.23,180,closed,2024-08-30 23:04:33
4681,16406,Auto,7543309.57,12.66,48,approved,2024-06-16 18:05:25
4682,27181,Personal,8176413.19,11.37,36,rejected,2023-07-13 01:19:42
4683,88929,Education,1265480.66,14.13,12,closed,2024-02-28 20:06:19
4684,63310,Home,1532969.03,7.32,36,approved,2024-09-11 19:15:57
4685,96117,Home,2345849.53,8.3,12,pending,2024-10-03 03:03:51
4686,23321,Home,5461525.4,13.34,48,rejected,2024-12-01 06:47:30
4687,42611,Auto,8217489.62,9.98,180,pending,2024-05-29 10:02:30
4688,6259,Auto,2829953.23,13.59,120,closed,2023-05-06 23:21:26
4689,87235,Business,9841654.9,13.85,180,pending,2024-05-09 00:09:02
4690,85789,Auto,3818302.25,12.71,24,approved,2025-03-19 23:25:20
4691,40674,Education,8943164.79,14.51,48,pending,2024-08-11 14:17:06
4692,21636,Education,2182214.81,14.69,24,pending,2023-05-14 02:33:39
4693,47187,Education,1946962.12,11.28,24,closed,2023-12-21 18:41:07
4694,73655,Home,218435.38,9.2,120,closed,2023-04-07 09:50:01
4695,77996,Home,3725135.32,13.73,180,closed,2024-11-12 20:22:39
4696,79398,Personal,7244427.6,9.59,24,approved,2024-01-08 14:19:10
4697,29694,Home,7032156.52,13.09,60,approved,2023-07-01 06:35:41
4698,31309,Auto,8602740.5,14.85,120,approved,2024-09-23 08:37:35
4699,29331,Auto,7496720.31,14.26,36,rejected,2023-06-30 22:04:59
4700,33686,Home,737917.1,13.8,36,rejected,2024-11-03 20:37:22
4701,87099,Home,3806119.09,13.76,12,approved,2024-09-26 23:39:41
4702,3458,Education,1021847.3,14.8,240,approved,2024-05-28 14:38:59
4703,13989,Business,5847470.16,12.19,36,closed,2024-02-29 08:58:43
4704,65276,Business,2817559.9,10.92,120,closed,2025-02-07 03:37:21
4705,11947,Education,7682249.12,9.65,60,pending,2023-11-20 10:36:50
4706,82322,Home,1068617.67,7.91,180,pending,2023-07-08 22:38:14
4707,53526,Auto,5153931.52,14.84,48,approved,2023-10-21 07:01:59
4708,39167,Auto,4586103.27,14.33,180,pending,2024-07-22 03:35:26
4709,79974,Personal,4213228.78,9.18,12,rejected,2024-06-10 00:22:15
4710,1532,Business,6359987.88,14.26,24,rejected,2025-01-12 12:24:19
4711,19338,Business,3952210.45,10.91,24,closed,2023-10-16 12:10:48
4712,12358,Education,1550786.42,9.28,24,pending,2023-04-22 18:29:37
4713,86092,Auto,1073804.48,7.26,48,pending,2024-10-30 07:42:18
4714,39373,Auto,2442879.51,10.93,180,rejected,2025-01-11 10:30:29
4715,63107,Home,3073585.6,9.35,48,rejected,2024-08-14 13:02:06
4716,39312,Education,5246879.48,13.56,180,approved,2024-07-31 02:20:44
4717,47544,Business,570525.64,11.04,120,closed,2024-03-15 17:33:20
4718,33114,Home,4867756.69,11.07,60,approved,2024-10-23 02:54:44
4719,31574,Business,8577959.71,8.87,240,rejected,2023-05-10 09:51:06
4720,66536,Personal,4788225.23,10.27,48,pending,2025-01-06 13:41:47
4721,11352,Business,8922328.82,11.45,60,approved,2025-01-04 15:35:34
4722,78073,Personal,4218238.0,13.37,48,closed,2024-09-28 12:03:41
4723,54494,Business,4970462.18,9.57,240,pending,2023-06-21 15:50:23
4724,96237,Education,9951434.08,10.26,180,pending,2025-01-01 00:23:46
4725,76200,Auto,7508038.83,13.6,36,rejected,2023-04-09 09:41:26
4726,69214,Business,4281609.48,14.48,36,rejected,2025-02-16 07:07:22
4727,11619,Education,5081411.21,13.25,120,approved,2024-03-19 18:52:23
4728,58161,Auto,9215149.95,11.63,48,approved,2024-04-21 09:41:43
4729,19179,Education,2635074.12,9.15,36,approved,2024-04-15 04:24:54
4730,19420,Home,7379569.93,8.26,120,approved,2023-06-30 13:05:12
4731,32920,Personal,5381835.45,12.57,240,approved,2024-09-29 22:47:14
4732,27944,Personal,8081207.87,11.26,60,pending,2024-04-10 16:01:19
4733,27046,Auto,6880032.65,10.65,180,closed,2023-06-12 07:35:09
4734,81367,Personal,7840792.36,13.56,60,pending,2023-05-14 14:18:52
4735,91273,Education,2759081.86,11.17,240,approved,2024-05-05 21:19:28
4736,90800,Personal,769137.51,12.98,180,pending,2024-05-24 18:53:39
4737,44665,Home,8433796.74,9.72,12,pending,2023-07-21 00:18:03
4738,7595,Business,4147481.13,12.51,24,closed,2024-05-07 02:20:59
4739,51870,Auto,579344.19,8.89,180,pending,2024-02-16 15:52:05
4740,24702,Education,2769548.82,14.08,180,approved,2024-06-05 07:28:34
4741,45964,Auto,5834845.55,7.12,12,approved,2023-05-04 14:00:14
4742,2892,Personal,8755158.2,14.14,180,approved,2023-04-13 03:08:03
4743,3720,Education,8209698.68,13.95,12,closed,2023-07-02 17:13:09
4744,9511,Home,9337210.46,12.97,24,approved,2023-04-27 08:57:12
4745,94403,Home,9027815.49,10.45,240,closed,2024-12-25 10:00:05
4746,87593,Personal,1669075.57,13.67,120,approved,2024-11-05 14:25:45
4747,66100,Business,5669475.48,9.78,120,rejected,2023-04-23 19:55:03
4748,59244,Education,8079451.29,11.32,120,rejected,2023-09-08 16:51:20
4749,49612,Home,5606631.03,12.38,120,approved,2024-07-11 01:00:18
4750,25653,Education,8754446.77,13.07,240,closed,2023-05-31 19:38:14
4751,91176,Business,9393609.19,9.63,48,pending,2024-09-29 20:47:16
4752,11371,Personal,8067365.95,9.81,60,closed,2023-07-14 11:29:00
4753,24305,Auto,8562432.24,12.28,24,pending,2023-08-10 13:45:18
4754,54064,Personal,9961665.58,9.11,24,rejected,2023-04-11 01:51:21
4755,84411,Education,7429245.44,11.48,120,approved,2024-06-29 11:24:16
4756,31973,Auto,4854794.89,10.52,24,pending,2024-07-02 13:11:56
4757,94848,Education,3666612.14,14.62,120,rejected,2024-04-21 03:32:30
4758,55292,Business,9195279.39,8.11,240,closed,2024-12-07 14:19:11
4759,26333,Home,6386744.24,7.08,24,approved,2023-09-08 14:44:20
4760,93690,Education,3429197.41,11.67,240,approved,2024-08-03 12:00:14
4761,33437,Business,137624.67,7.42,12,rejected,2024-04-24 18:48:19
4762,52515,Business,7913137.58,7.9,60,pending,2023-09-18 20:26:07
4763,96154,Home,9118530.88,11.0,240,pending,2025-03-10 15:00:06
4764,24624,Personal,6656709.63,13.17,120,pending,2024-12-22 17:14:28
4765,27439,Personal,5168453.46,12.42,36,closed,2024-05-21 19:22:27
4766,45930,Education,9749947.14,10.69,120,closed,2025-02-03 09:43:12
4767,51718,Personal,2044868.23,8.0,12,pending,2025-02-19 08:40:20
4768,94484,Home,8011957.4,11.67,24,pending,2025-01-30 12:43:05
4769,92844,Business,1120345.11,10.75,12,approved,2024-07-23 10:48:05
4770,52229,Business,6301939.14,13.53,240,closed,2024-03-10 23:45:39
4771,80469,Auto,2741476.35,12.19,180,rejected,2023-07-31 16:15:05
4772,81263,Education,5424764.42,9.45,48,closed,2024-02-29 01:30:33
4773,58110,Home,2463603.2,10.54,240,approved,2024-04-18 15:45:34
4774,23545,Business,1595957.07,10.68,120,approved,2024-10-26 19:47:01
4775,98940,Personal,572025.4,7.22,120,rejected,2024-02-29 02:05:19
4776,49283,Education,5100628.72,14.07,12,rejected,2025-01-06 21:36:42
4777,28829,Education,991992.41,11.27,60,pending,2023-03-31 12:08:01
4778,26834,Education,5156869.11,13.01,60,approved,2025-01-26 12:28:56
4779,61889,Auto,6084360.78,13.82,24,approved,2024-01-06 21:26:51
4780,4861,Education,2231737.33,8.49,180,pending,2023-07-18 01:58:07
4781,46548,Personal,4875284.82,8.51,240,approved,2023-10-24 06:29:21
4782,40158,Education,7491354.62,7.64,180,rejected,2023-07-12 19:18:02
4783,14603,Education,3502556.62,13.32,240,pending,2024-04-12 12:50:48
4784,85648,Education,4863869.79,14.8,120,closed,2024-06-03 21:17:46
4785,62775,Personal,2235513.68,12.1,48,closed,2023-07-29 15:55:35
4786,87364,Education,2875608.72,11.8,24,closed,2023-08-04 11:33:47
4787,22918,Education,4798704.79,13.08,48,rejected,2023-06-10 15:07:04
4788,44973,Education,5535288.76,8.56,12,rejected,2023-10-17 12:14:56
4789,9548,Business,7977798.8,8.73,60,rejected,2024-03-01 18:57:58
4790,99996,Personal,6399584.61,14.58,240,pending,2024-07-22 09:25:41
4791,83044,Auto,2839705.98,10.87,180,closed,2025-01-06 05:26:12
4792,21110,Personal,7563402.31,11.98,12,closed,2023-12-31 01:37:10
4793,57641,Education,676847.01,9.4,24,rejected,2023-08-01 14:58:18
4794,40015,Personal,6697404.91,12.15,180,rejected,2025-03-18 11:54:07
4795,65042,Business,9065698.34,14.42,12,pending,2023-07-17 15:05:02
4796,18846,Personal,2956186.0,9.04,12,pending,2023-11-29 19:36:37
4797,62505,Education,3967986.17,8.12,60,closed,2024-09-03 20:27:19
4798,76827,Education,1958550.21,10.0,240,closed,2025-01-01 04:02:44
4799,52676,Education,8084426.24,14.78,120,closed,2023-07-17 14:24:40
4800,27,Education,4394061.92,11.06,24,closed,2024-02-20 20:07:36
4801,64401,Business,1154023.94,11.94,60,closed,2024-07-26 04:17:29
4802,82596,Business,3650385.27,8.73,120,pending,2024-04-22 04:22:52
4803,68718,Auto,7619455.73,10.95,48,rejected,2024-07-07 18:48:17
4804,10867,Education,6836358.71,7.16,240,closed,2024-12-17 09:26:55
4805,29463,Personal,5266714.92,13.93,120,approved,2024-11-30 17:25:32
4806,71295,Auto,5873205.33,9.32,240,approved,2024-06-22 21:28:47
4807,97203,Home,9343780.18,14.91,60,approved,2023-06-30 14:04:28
4808,26326,Auto,2163248.02,8.04,60,pending,2023-03-28 14:49:08
4809,43064,Business,1723715.44,14.27,180,pending,2024-01-24 23:05:43
4810,42541,Business,308837.75,8.48,24,rejected,2023-07-23 23:35:28
4811,70360,Education,2625108.24,13.13,12,approved,2024-09-29 06:05:01
4812,90105,Education,5097780.4,8.64,36,pending,2023-05-12 16:54:05
4813,33364,Personal,5263921.58,13.31,24,approved,2024-11-21 17:32:07
4814,71193,Education,3459207.32,10.56,180,approved,2025-02-18 13:35:56
4815,82025,Home,3622205.83,7.51,12,approved,2023-07-23 18:47:32
4816,36882,Business,6512457.61,10.42,24,rejected,2024-02-22 21:57:55
4817,95148,Business,5425742.69,11.1,240,pending,2024-02-10 14:01:39
4818,44875,Home,2168637.11,7.66,24,approved,2024-09-15 15:10:23
4819,28925,Home,3157829.41,14.86,60,approved,2023-10-01 21:58:03
4820,38033,Business,8754870.54,10.26,36,rejected,2024-03-18 02:25:15
4821,31609,Business,868130.05,8.27,36,rejected,2024-08-04 05:37:38
4822,24495,Personal,4719199.17,12.41,36,approved,2023-04-20 22:22:25
4823,8768,Business,3287669.93,14.6,180,pending,2024-03-22 03:10:46
4824,17785,Personal,7804009.15,14.05,180,approved,2024-07-10 12:35:51
4825,71339,Education,6923424.45,14.4,120,pending,2024-01-31 18:56:06
4826,24597,Personal,2220010.98,14.05,180,closed,2024-07-20 09:40:39
4827,57187,Auto,8534103.26,14.33,12,rejected,2024-06-14 15:44:33
4828,42479,Education,1879469.34,8.2,12,approved,2024-07-02 21:38:41
4829,10757,Personal,8360620.15,14.07,12,closed,2024-05-27 16:37:57
4830,61452,Personal,6715448.57,8.86,48,approved,2023-07-29 07:38:57
4831,60450,Auto,5069629.87,7.22,12,pending,2023-07-07 05:08:59
4832,7444,Education,7985459.23,13.85,48,pending,2025-01-25 01:57:44
4833,96911,Business,1970300.68,11.57,36,closed,2023-11-02 07:29:19
4834,49970,Education,5586825.08,10.39,48,rejected,2023-11-10 23:35:03
4835,69295,Home,6642916.46,10.2,24,closed,2024-03-26 18:38:59
4836,7801,Education,2848130.88,13.38,180,approved,2025-03-24 03:18:25
4837,534,Education,2959129.33,9.27,60,rejected,2024-05-28 16:11:33
4838,59290,Personal,2687409.08,12.94,240,pending,2024-07-29 07:37:27
4839,9763,Business,8390404.34,10.15,24,pending,2023-10-04 05:07:35
4840,2465,Personal,2265541.52,14.51,36,rejected,2024-07-05 16:45:20
4841,28402,Business,5570251.29,10.76,120,rejected,2024-08-13 20:11:42
4842,99037,Home,1999230.99,7.58,24,approved,2024-04-16 07:34:05
4843,28798,Home,1319348.84,12.23,48,rejected,2024-08-23 22:41:47
4844,36323,Personal,3205944.64,13.85,60,rejected,2023-04-09 08:32:26
4845,66223,Business,6609096.96,12.03,24,pending,2023-07-23 06:18:52
4846,43463,Auto,5257934.59,12.25,48,pending,2023-04-23 03:54:08
4847,36231,Auto,6894487.4,10.3,12,pending,2024-03-16 21:55:19
4848,85587,Business,4012083.03,8.58,240,closed,2023-12-20 13:13:08
4849,36605,Personal,1400368.11,11.49,12,pending,2024-03-29 13:17:29
4850,41810,Auto,7626243.51,11.89,240,rejected,2025-02-27 07:53:37
4851,22958,Business,142741.09,8.23,240,closed,2025-03-25 23:29:35
4852,63949,Personal,2782813.89,9.68,180,closed,2024-06-22 13:15:03
4853,71906,Personal,3164758.08,11.32,12,closed,2024-09-19 19:58:55
4854,12541,Education,4968800.7,12.12,24,pending,2023-10-12 23:44:12
4855,59364,Home,8161429.92,13.56,60,closed,2024-05-15 20:14:54
4856,13250,Education,594529.74,10.14,24,approved,2024-09-27 19:07:46
4857,35402,Personal,9816895.13,12.88,48,approved,2023-05-29 12:07:24
4858,34709,Auto,1018563.31,7.54,120,closed,2023-05-06 09:42:41
4859,99705,Personal,4731038.87,13.81,180,closed,2024-07-02 13:22:25
4860,63347,Education,206220.51,9.17,24,approved,2024-08-27 16:57:25
4861,60458,Home,4488748.27,12.09,36,rejected,2023-06-04 19:51:18
4862,99649,Business,9149716.38,7.49,12,rejected,2025-01-01 05:20:15
4863,34100,Business,7467264.1,10.45,24,closed,2024-01-21 19:49:34
4864,94691,Education,3147836.08,7.11,12,pending,2025-01-26 01:09:19
4865,24050,Personal,8271244.84,14.3,180,approved,2023-04-20 09:07:37
4866,60420,Personal,9086013.43,10.49,24,pending,2023-11-11 13:32:49
4867,77557,Education,9447574.76,9.63,36,pending,2023-11-10 09:31:47
4868,86676,Home,2088498.53,7.93,180,rejected,2023-06-14 08:44:52
4869,97292,Home,6636769.92,10.1,48,closed,2024-04-02 19:07:55
4870,77795,Business,260151.48,13.11,240,pending,2024-08-26 03:52:25
4871,60176,Home,9453318.86,14.3,60,pending,2024-11-01 23:22:08
4872,20511,Business,9375610.76,7.89,48,rejected,2024-05-18 02:51:51
4873,89800,Education,8152564.66,13.72,12,approved,2023-05-02 03:22:46
4874,75383,Personal,7107136.48,14.15,24,rejected,2024-09-24 19:14:25
4875,83014,Personal,2309341.36,13.81,24,approved,2024-07-02 08:44:03
4876,7643,Personal,8942265.59,12.0,48,pending,2024-06-14 09:18:10
4877,179,Business,3937612.1,13.21,180,approved,2024-09-15 02:54:02
4878,93743,Business,1743226.99,7.05,240,approved,2023-08-31 11:51:21
4879,58209,Personal,9327910.16,11.82,240,closed,2025-02-24 19:10:07
4880,92970,Home,2460666.72,7.95,120,closed,2024-04-13 23:33:29
4881,91050,Business,4745361.11,9.27,120,closed,2023-05-15 13:32:03
4882,14824,Home,4404952.72,7.4,240,approved,2024-10-09 01:40:45
4883,63066,Business,375996.25,11.65,240,approved,2024-05-13 22:19:07
4884,11201,Auto,7432293.98,13.14,24,approved,2023-04-28 01:21:52
4885,53726,Personal,5548625.26,7.2,36,approved,2024-12-28 04:36:40
4886,30491,Auto,1772672.69,7.01,180,approved,2023-06-01 09:54:49
4887,20046,Home,4394745.41,7.79,24,pending,2023-09-15 04:33:42
4888,39620,Business,6680161.06,11.92,48,closed,2023-03-29 01:19:41
4889,23867,Home,4677077.31,9.31,120,approved,2023-05-21 12:55:17
4890,28877,Personal,804362.97,7.66,48,closed,2024-08-05 11:20:11
4891,7279,Auto,1730676.88,10.42,180,closed,2024-11-11 16:57:33
4892,32995,Personal,9721199.32,10.0,60,pending,2023-08-07 15:28:33
4893,32052,Home,620492.49,12.12,180,closed,2024-04-16 13:28:40
4894,38370,Business,3010576.83,8.51,120,approved,2024-04-15 08:47:11
4895,46786,Auto,1990151.53,8.9,12,closed,2024-09-21 03:31:40
4896,83446,Business,9840982.25,9.69,24,closed,2023-08-12 04:56:24
4897,54716,Personal,1045108.34,12.44,48,rejected,2024-12-16 10:04:42
4898,30400,Business,753499.96,13.48,12,rejected,2024-07-17 00:06:09
4899,29225,Personal,1483593.45,7.15,180,pending,2024-10-28 04:35:49
4900,80780,Home,4054199.59,8.11,120,pending,2023-07-13 14:15:18
4901,26372,Education,2534103.68,7.18,180,closed,2023-07-11 11:51:10
4902,80333,Education,3527331.57,9.84,36,approved,2025-02-12 20:18:59
4903,84182,Home,5613681.88,9.03,48,pending,2023-11-19 06:59:41
4904,85933,Auto,4627541.19,14.55,120,rejected,2023-12-29 04:18:32
4905,36905,Personal,1960105.55,13.28,48,closed,2025-02-28 22:21:45
4906,13853,Education,8604525.1,14.82,120,pending,2025-01-07 05:16:24
4907,9110,Auto,8991904.41,9.25,24,approved,2024-10-10 16:25:30
4908,39243,Auto,2514798.65,11.97,180,approved,2023-04-11 19:54:24
4909,44191,Business,4528194.96,14.06,120,approved,2024-12-30 19:16:05
4910,42281,Personal,7645598.17,11.22,24,closed,2024-02-02 07:34:12
4911,16987,Business,8431610.86,11.82,12,rejected,2024-01-26 01:03:23
4912,44584,Business,1031002.66,12.66,120,closed,2024-04-10 16:23:41
4913,93723,Home,4331962.71,9.39,48,closed,2023-06-20 00:13:33
4914,82921,Home,2296264.69,12.51,240,approved,2024-11-06 22:58:53
4915,27969,Personal,1755270.33,10.93,60,rejected,2024-04-10 14:52:47
4916,29142,Home,5569266.7,8.79,120,approved,2024-01-30 21:20:02
4917,42178,Education,5602116.28,9.12,12,rejected,2023-09-03 18:51:14
4918,67652,Home,8211880.73,8.69,12,pending,2023-11-10 01:11:36
4919,51097,Business,6833783.31,9.11,36,pending,2024-10-24 08:23:04
4920,99063,Personal,687065.43,14.67,120,closed,2024-02-12 23:52:26
4921,23812,Business,3716995.05,12.57,60,rejected,2024-05-11 09:37:54
4922,40853,Business,1195877.48,14.73,120,rejected,2024-06-19 01:35:29
4923,99124,Auto,5499930.73,14.23,60,closed,2023-05-12 10:33:20
4924,84112,Business,6888397.86,12.15,180,pending,2024-11-30 00:29:25
4925,38053,Home,159678.68,12.65,240,pending,2023-04-19 08:40:42
4926,40244,Home,9338189.49,14.75,120,closed,2023-05-15 02:11:35
4927,21566,Home,8762237.55,14.71,24,approved,2025-02-06 00:14:10
4928,91607,Auto,3788539.51,10.3,120,pending,2023-06-25 21:04:51
4929,88262,Auto,5769948.34,10.29,24,pending,2025-01-24 01:28:01
4930,23679,Business,3566345.62,10.85,48,closed,2023-11-25 01:58:16
4931,94654,Auto,5685475.92,11.38,48,closed,2023-04-05 18:00:00
4932,2219,Personal,1542139.51,13.02,180,rejected,2024-03-01 15:45:56
4933,49083,Business,1646651.21,12.6,48,approved,2024-02-01 23:11:01
4934,95126,Education,1358991.62,8.27,24,pending,2023-05-27 10:49:43
4935,29498,Business,7903486.68,11.51,24,rejected,2025-01-07 12:49:28
4936,13004,Personal,2544212.92,7.44,240,rejected,2024-05-08 19:12:12
4937,77649,Auto,5980735.66,9.76,240,approved,2023-11-26 21:37:46
4938,18131,Education,4642861.14,11.22,48,rejected,2024-05-28 09:47:53
4939,43833,Auto,7118034.8,7.14,60,closed,2024-09-16 11:57:47
4940,14224,Education,3778558.1,10.34,24,rejected,2023-11-01 09:55:39
4941,35377,Home,2395647.3,14.32,48,approved,2023-06-06 12:33:53
4942,90275,Education,6183948.97,12.18,180,approved,2023-06-13 08:02:33
4943,98683,Business,6913585.06,7.43,36,pending,2023-08-03 11:08:44
4944,77039,Business,5609988.84,11.8,12,pending,2024-05-15 08:33:34
