loan_id,user_id,loan_type,amount,interest_rate,term_months,status,application_date
4450,26514,Education,9563185.85,7.23,180,closed,2023-09-18 14:56:53
4451,35919,Business,6808338.37,8.75,60,closed,2024-03-04 09:50:09
4452,3150,Home,8965308.22,12.52,180,closed,2024-03-05 03:15:15
4453,92584,Business,629170.51,11.38,180,rejected,2023-08-14 09:36:22
4454,93322,Home,5093049.22,11.92,120,rejected,2025-02-09 05:07:40
4455,14130,Home,7215975.4,11.78,36,pending,2023-09-02 10:20:56
4456,49986,Home,2581717.57,14.83,60,approved,2023-08-29 14:32:32
4457,41330,Education,1787350.74,14.23,48,pending,2025-01-18 13:40:08
4458,10356,Auto,7599840.55,13.11,36,approved,2023-05-08 21:02:52
4459,17844,Home,967723.33,8.28,48,approved,2024-07-11 12:11:02
4460,12145,Auto,8963888.4,13.57,60,approved,2023-05-18 04:31:38
4461,37521,Auto,4721505.04,9.38,24,approved,2024-03-12 03:40:03
4462,59749,Home,6491517.58,14.07,12,rejected,2024-09-07 17:56:37
4463,96124,Business,7050201.05,9.7,36,approved,2024-03-06 00:10:49
4464,59299,Education,8560681.65,13.03,24,rejected,2024-08-28 09:01:48
4465,16192,Auto,7210886.65,11.57,240,approved,2024-06-25 11:23:29
4466,68247,Education,6205338.81,10.86,240,closed,2024-12-27 01:08:03
4467,12444,Auto,4346976.81,7.48,180,closed,2023-05-20 19:17:57
4468,72773,Auto,3717176.45,12.01,12,approved,2024-04-14 03:45:09
4469,97826,Business,3055191.97,12.86,24,rejected,2023-05-12 14:28:11
4470,63005,Auto,2593168.37,12.45,120,approved,2024-08-09 11:01:47
4471,47714,Home,486291.64,12.85,180,approved,2024-08-12 20:19:07
4472,76529,Education,6118447.48,9.91,60,rejected,2024-10-12 16:27:17
4473,44566,Personal,2893955.16,14.09,36,rejected,2024-07-04 08:03:28
4474,99771,Auto,7087840.11,13.09,36,rejected,2024-10-03 14:24:04
4475,59720,Education,2129882.03,14.78,240,rejected,2024-06-19 02:59:55
4476,70905,Business,3669279.47,9.63,180,closed,2024-03-19 10:34:19
4477,8122,Personal,9165887.48,10.36,24,pending,2024-12-13 16:12:19
4478,40556,Auto,1595483.98,10.16,240,closed,2023-07-20 15:58:43
4479,54926,Business,9273869.55,7.8,24,rejected,2024-09-18 06:21:30
4480,72548,Personal,404961.74,11.67,36,pending,2024-02-03 06:31:25
4481,75915,Auto,2367564.45,11.63,48,closed,2025-03-18 19:54:41
4482,1197,Personal,6155766.41,7.31,24,approved,2025-03-07 18:52:09
4483,37663,Home,6229058.04,12.91,60,pending,2023-10-15 20:14:03
4484,40106,Auto,8810041.37,11.33,240,closed,2025-02-09 00:17:48
4485,81734,Auto,6848828.91,10.2,24,pending,2024-11-30 09:29:22
4486,45616,Home,6224261.24,11.6,120,rejected,2024-06-17 14:58:08
4487,92356,Home,5700006.74,10.55,180,pending,2024-12-04 09:14:09
4488,95221,Home,8052985.09,9.26,60,rejected,2025-02-18 11:15:49
4489,66355,Personal,4406233.88,11.02,120,rejected,2023-05-29 09:58:26
4490,71685,Business,9406532.0,12.41,12,approved,2023-04-22 21:15:56
4491,91694,Personal,2296991.02,10.71,12,pending,2023-06-03 12:51:43
4492,66697,Home,8715580.52,13.34,36,closed,2024-11-15 01:23:08
4493,84615,Business,8381143.22,10.4,36,rejected,2023-11-11 11:11:31
4494,56092,Personal,8742614.06,12.39,36,closed,2024-02-17 07:10:32
4495,81442,Business,7341761.15,12.46,180,closed,2024-12-19 13:56:24
4496,17948,Education,3027851.32,7.89,240,pending,2024-12-16 13:27:58
4497,63398,Personal,4686726.57,10.88,120,rejected,2024-03-30 16:43:04
4498,49871,Home,9608936.43,12.87,12,rejected,2024-08-12 12:57:04
4499,66709,Education,2748307.7,14.29,24,approved,2023-12-24 04:17:05
4500,63058,Personal,4710161.49,11.28,24,rejected,2023-12-28 12:04:49
4501,38555,Home,6892177.02,10.51,24,rejected,2023-08-28 18:41:41
4502,95220,Home,543207.44,7.16,240,closed,2023-06-09 15:06:36
4503,46341,Home,7368418.18,14.71,48,pending,2024-03-21 10:06:34
4504,48125,Education,2148500.14,12.51,36,closed,2023-09-08 23:29:43
4505,39668,Home,9339510.4,9.82,120,pending,2024-10-11 04:33:06
4506,52978,Auto,7418302.53,13.08,240,rejected,2024-11-11 04:33:22
4507,73028,Personal,2859405.25,13.97,12,approved,2024-06-14 04:39:48
4508,84196,Auto,7917283.97,12.81,36,pending,2023-07-06 14:59:04
4509,62081,Education,8454924.37,10.26,36,closed,2024-02-25 19:43:28
4510,86016,Auto,4432436.2,9.07,60,rejected,2023-10-08 12:58:08
4511,99969,Education,4702953.78,11.42,48,rejected,2024-06-05 22:56:51
4512,13472,Business,7629942.47,11.22,48,approved,2024-03-22 15:04:13
4513,55345,Education,1959294.07,7.07,60,pending,2023-07-14 19:34:34
4514,30872,Auto,7090780.79,10.05,24,closed,2024-12-16 01:52:06
4515,95767,Personal,5458189.08,12.18,12,rejected,2024-12-17 15:47:53
4516,25400,Personal,8018723.39,8.64,48,rejected,2023-09-11 16:27:42
4517,53118,Home,3885193.1,8.35,240,rejected,2023-10-07 02:34:12
4518,38054,Home,4606164.76,9.43,24,closed,2024-01-18 18:40:17
4519,12739,Personal,7672902.26,8.86,48,closed,2024-01-27 15:12:04
4520,55940,Personal,5801946.85,14.42,48,rejected,2024-06-16 23:38:20
4521,49055,Auto,9363002.43,12.58,36,closed,2024-11-21 20:15:47
4522,96279,Auto,3739763.68,7.42,180,closed,2025-01-20 05:52:35
4523,6907,Education,9319673.15,8.79,24,pending,2024-07-17 20:12:57
4524,43028,Business,9674216.69,7.63,120,approved,2023-12-07 12:42:07
4525,46949,Home,9762153.06,9.29,60,rejected,2024-12-08 08:05:03
4526,9494,Business,2631992.67,14.37,48,approved,2023-08-03 12:07:48
4527,56012,Auto,9169751.79,14.16,120,closed,2023-06-23 18:24:33
4528,31208,Personal,8917177.66,9.46,12,closed,2024-08-11 06:16:47
4529,26972,Auto,7027881.18,7.32,12,closed,2024-10-18 19:19:33
4530,71640,Business,4171221.87,8.9,120,rejected,2024-01-31 03:47:52
4531,576,Auto,375188.63,7.04,180,rejected,2025-03-25 13:51:39
4532,3278,Education,8694544.55,7.98,60,closed,2024-12-02 08:03:28
4533,81565,Auto,6083094.62,7.29,240,pending,2023-04-03 23:08:42
4534,80485,Home,3747442.62,12.76,60,rejected,2023-12-17 01:27:47
4535,40899,Auto,9603089.22,10.57,180,rejected,2024-10-17 15:02:59
4536,38738,Education,2414599.07,8.85,120,rejected,2025-03-13 14:16:43
4537,86626,Auto,6185946.48,14.13,240,pending,2024-08-23 20:30:28
4538,33362,Auto,2478316.35,7.62,24,rejected,2024-05-29 17:38:34
4539,15280,Personal,7512107.1,14.52,180,approved,2024-11-18 05:01:28
4540,65267,Personal,9711746.62,11.28,60,pending,2023-07-21 06:11:08
4541,39429,Personal,2443659.81,14.89,36,approved,2025-03-09 20:38:17
4542,79394,Home,2863623.14,12.29,120,approved,2024-02-28 12:48:05
4543,83982,Education,5685731.6,14.34,36,rejected,2024-10-29 19:23:52
4544,59186,Business,7608915.29,12.31,240,pending,2023-12-09 03:09:11
4545,56129,Education,2678198.25,13.94,48,approved,2024-09-03 05:08:37
4546,62361,Home,748396.23,11.81,240,approved,2024-11-30 08:00:09
4547,99384,Education,3715048.21,7.76,24,closed,2023-07-05 01:31:36
4548,36926,Auto,4177557.39,8.08,24,approved,2023-10-13 04:43:07
4549,62602,Business,1630326.37,9.71,36,pending,2024-05-02 06:40:51
4550,26818,Business,6841672.37,14.52,36,closed,2024-11-08 16:13:18
4551,81810,Education,3455198.45,9.52,60,rejected,2023-05-04 04:31:27
4552,81014,Home,3432797.41,10.66,120,approved,2024-01-30 18:31:26
4553,19895,Personal,3533583.78,9.57,48,approved,2024-04-19 22:23:28
4554,63719,Business,2397014.38,8.41,48,approved,2024-07-05 17:19:36
4555,93173,Business,5341618.89,13.29,36,pending,2024-07-03 18:00:24
4556,91296,Auto,7119607.53,7.14,180,approved,2024-09-08 10:41:09
4557,37617,Auto,4711257.68,9.11,240,pending,2025-02-23 04:14:50
4558,53632,Home,8621721.61,8.3,120,pending,2023-10-12 11:37:45
4559,80810,Education,4915658.36,12.71,12,approved,2023-11-18 01:15:27
4560,16304,Business,7666462.39,11.89,48,approved,2023-04-16 01:32:27
4561,78189,Personal,5484454.65,7.71,48,rejected,2023-09-12 11:55:31
4562,52189,Auto,9953298.11,13.69,24,pending,2025-01-23 00:41:48
4563,34663,Personal,4112610.8,12.23,240,approved,2024-07-20 11:39:31
4564,1982,Business,5286271.38,13.39,24,closed,2023-07-07 05:38:20
4565,91498,Personal,6483600.61,7.12,120,pending,2023-11-21 20:17:23
4566,75180,Personal,4889809.04,9.48,120,closed,2024-04-18 03:11:40
4567,44334,Business,9572342.11,12.88,12,rejected,2024-02-04 04:50:39
4568,57253,Business,3515228.53,12.24,60,pending,2023-12-24 00:44:42
4569,56220,Home,6048455.88,9.27,36,closed,2024-07-20 15:34:06
4570,31924,Education,2467788.93,7.36,48,closed,2023-07-06 12:17:19
4571,36558,Home,138003.24,14.48,120,approved,2025-02-20 19:31:58
4572,30761,Home,3581319.17,7.06,120,closed,2023-12-04 08:30:11
4573,96991,Personal,7604525.8,9.63,48,pending,2024-11-13 18:24:33
4574,5469,Education,6595131.79,12.1,240,pending,2025-01-06 12:33:46
4575,3897,Auto,7177561.46,7.71,12,approved,2023-04-28 08:39:52
4576,62601,Business,1443432.89,13.08,36,rejected,2024-02-06 13:43:50
4577,63207,Auto,7232411.26,12.98,36,approved,2023-09-29 21:02:58
4578,93383,Auto,1070941.75,9.92,48,approved,2024-04-03 02:03:04
4579,63785,Home,9625887.96,11.23,24,approved,2024-09-06 17:45:58
4580,72612,Auto,4429905.91,10.1,48,rejected,2024-05-30 15:02:22
4581,90813,Auto,416607.18,7.65,60,rejected,2024-12-19 21:49:52
4582,95761,Auto,8501300.49,10.28,48,closed,2023-07-13 15:49:53
4583,47607,Auto,6638431.27,12.29,36,rejected,2023-12-31 16:27:23
4584,70860,Business,1038658.4,8.32,48,closed,2023-08-08 10:39:14
4585,3082,Education,901718.77,7.05,240,rejected,2024-03-10 10:45:54
4586,90308,Auto,1949566.99,7.77,36,rejected,2023-03-28 10:07:44
4587,84442,Home,4427117.62,12.46,180,pending,2023-09-20 06:58:59
4588,28155,Home,2684532.71,7.52,36,approved,2023-04-09 02:07:29
4589,67473,Home,3278830.83,14.52,60,closed,2023-10-12 05:10:26
4590,63810,Auto,5989150.14,7.93,60,closed,2024-05-27 17:02:39
4591,3376,Personal,5158106.81,10.78,180,closed,2025-02-25 02:35:50
4592,3196,Education,302717.55,7.95,240,rejected,2024-04-22 18:56:14
4593,87158,Education,4585831.56,8.62,24,approved,2024-10-04 10:52:39
4594,83045,Home,2743327.37,8.61,240,pending,2025-02-24 09:40:44
4595,7431,Personal,941965.89,7.83,36,approved,2024-10-03 22:27:43
4596,58057,Education,9416756.63,13.7,48,rejected,2024-08-22 20:54:59
4597,78881,Auto,458752.48,9.25,120,rejected,2024-08-11 16:28:29
4598,45185,Personal,2071702.63,11.35,240,rejected,2023-08-06 18:59:47
4599,13383,Auto,8599080.58,8.52,120,rejected,2024-12-06 22:26:56
4600,68100,Education,7130712.55,11.35,240,pending,2023-08-04 18:22:56
4601,81164,Auto,2245352.07,11.99,36,closed,2024-12-13 14:44:19
4602,74235,Personal,1247908.26,12.43,48,pending,2023-03-28 18:18:09
4603,48695,Education,2077852.24,10.04,180,rejected,2025-01-29 05:33:31
4604,78531,Auto,6372074.04,8.25,12,closed,2024-07-04 20:41:40
4605,10621,Auto,1348217.39,7.9,36,rejected,2024-09-01 06:04:44
4606,84111,Business,2482909.17,11.0,60,pending,2023-12-29 03:15:45
4607,93069,Business,5662918.75,9.91,180,rejected,2023-06-05 13:57:44
4608,19701,Personal,2607538.29,8.18,48,rejected,2023-11-17 23:17:41
4609,68131,Auto,6364066.56,14.86,180,approved,2023-12-11 11:31:31
4610,40365,Personal,6468958.31,13.26,120,approved,2024-01-27 18:24:20
4611,78946,Business,5366825.75,8.6,240,approved,2025-01-29 21:41:17
4612,50702,Education,4274809.92,13.63,240,approved,2024-02-26 16:51:18
4613,74116,Education,4120073.78,11.3,24,pending,2023-11-27 14:07:29
4614,46379,Auto,9314864.81,7.32,120,pending,2025-01-02 23:40:31
4615,3959,Personal,8936850.55,12.87,36,approved,2024-10-23 01:07:41
4616,82012,Auto,3063612.05,7.53,12,pending,2024-01-22 18:03:58
4617,62576,Personal,5416014.82,11.36,36,closed,2025-01-25 13:08:55
4618,65427,Home,7073292.08,9.53,36,rejected,2024-07-12 19:20:48
4619,71071,Business,6861066.52,9.89,240,pending,2024-10-03 00:15:38
4620,92386,Business,6750473.09,7.08,120,closed,2025-03-04 02:47:54
4621,7946,Home,7059985.53,10.32,12,pending,2024-09-13 23:17:32
4622,49285,Auto,150816.17,11.2,180,closed,2024-02-23 13:57:59
4623,46169,Personal,2108267.35,11.92,36,rejected,2024-09-30 08:32:17
4624,72940,Personal,2191647.47,12.98,240,pending,2023-04-04 09:54:32
4625,6803,Education,2663880.29,13.43,180,closed,2024-12-16 14:54:02
4626,66599,Business,5189143.52,11.55,12,rejected,2023-09-18 08:47:09
4627,34783,Auto,6017897.73,7.05,240,rejected,2024-05-24 10:32:07
4628,80645,Business,1941865.39,7.28,24,approved,2023-09-23 19:32:56
4629,38292,Auto,8450840.82,9.58,48,closed,2023-08-16 21:45:23
4630,39214,Education,4204146.47,11.41,24,approved,2023-03-28 00:06:13
4631,48131,Home,4222006.81,12.87,180,rejected,2024-07-13 16:06:55
4632,65754,Education,6342550.61,10.19,12,rejected,2023-07-05 22:18:18
4633,66312,Auto,5101944.1,11.33,180,closed,2024-05-15 02:16:07
4634,70751,Personal,7131646.95,13.45,48,approved,2023-06-29 21:37:03
4635,91161,Education,3295192.31,10.06,36,rejected,2023-06-10 01:29:27
4636,34964,Home,4491333.11,9.74,36,approved,2024-09-16 10:06:57
4637,11936,Home,8483266.55,11.85,180,rejected,2024-05-31 01:45:35
4638,99906,Education,1393889.86,7.87,60,closed,2023-11-15 12:59:47
4639,4786,Home,2759335.64,8.26,240,approved,2024-02-22 09:57:00
4640,84912,Business,7416351.19,11.0,36,approved,2024-06-04 02:14:40
4641,83008,Personal,1297886.73,10.82,12,closed,2023-07-02 05:11:50
4642,52689,Personal,4971373.33,7.93,180,pending,2023-10-08 07:32:10
4643,61624,Business,7405917.98,13.88,12,pending,2024-09-15 02:29:36
4644,59168,Education,1647382.85,8.19,24,approved,2024-03-22 04:32:53
4645,98868,Home,7375546.47,9.23,180,rejected,2023-10-04 15:24:13
4646,23132,Auto,2747780.78,12.92,120,closed,2023-05-08 04:51:31
4647,33565,Personal,6506137.22,14.22,60,pending,2024-09-26 20:32:48
4648,57405,Personal,7701946.82,9.11,12,approved,2024-08-28 13:49:52
4649,24744,Auto,2918794.4,9.81,12,pending,2024-04-27 21:29:24
4650,92520,Auto,366935.64,7.91,60,closed,2024-09-28 20:41:20
4651,38579,Education,7181873.17,14.01,36,pending,2023-04-28 21:09:52
4652,48,Auto,4238254.59,11.81,120,approved,2025-01-25 10:26:34
4653,56588,Personal,8104720.21,13.65,240,closed,2023-06-17 12:02:16
4654,68120,Home,768060.99,9.86,240,closed,2023-08-23 00:28:35
4655,50460,Personal,9612174.73,11.38,60,pending,2023-10-04 04:34:47
4656,8473,Business,1595326.02,7.33,240,pending,2023-04-24 05:47:22
4657,95150,Home,7669561.03,14.16,180,closed,2023-03-29 18:18:17
4658,12749,Auto,6472772.69,12.18,60,pending,2024-03-23 14:50:19
4659,16506,Education,3771806.77,8.12,240,closed,2024-03-16 03:37:57
4660,21183,Education,4512356.48,12.31,36,pending,2023-08-24 19:59:28
4661,45002,Education,5586291.79,10.93,24,rejected,2023-11-14 14:04:53
4662,85085,Education,6102110.02,8.55,180,approved,2023-08-15 20:00:01
4663,37494,Business,769993.45,12.26,120,approved,2024-01-29 07:06:57
4664,95985,Auto,2655009.33,14.61,240,closed,2024-05-02 20:51:02
4665,76505,Auto,802937.1,7.54,12,closed,2024-09-27 00:52:05
4666,75604,Auto,1570102.51,14.62,180,approved,2023-03-28 12:00:11
4667,55580,Education,2446471.12,13.7,60,pending,2024-03-19 04:14:46
4668,55017,Auto,7993606.87,12.16,12,approved,2023-09-27 13:31:54
4669,64410,Home,6475543.14,14.83,120,pending,2023-06-29 10:13:34
4670,68946,Education,1497696.19,11.83,24,closed,2024-10-07 11:07:53
4671,8430,Home,8794795.24,14.11,36,rejected,2023-12-24 20:07:50
4672,46769,Education,4116101.03,9.2,60,pending,2024-06-17 11:13:55
4673,93691,Education,9478025.56,7.02,48,closed,2024-10-29 15:29:40
4674,34880,Auto,3810634.46,13.67,120,closed,2025-03-04 07:32:12
4675,55843,Personal,5865263.02,7.61,36,closed,2024-11-22 13:14:56
4676,85226,Business,4155400.42,7.43,240,approved,2024-06-15 18:39:42
4677,86942,Home,6279360.57,12.67,12,rejected,2023-11-22 02:50:54
4678,72898,Home,6970165.14,11.22,180,closed,2023-04-24 21:57:07
4679,19983,Business,4267882.43,9.03,240,pending,2025-01-12 06:29:17
4680,42957,Auto,2223883.56,12.94,240,rejected,2023-07-03 10:47:36
4681,79243,Education,6899231.03,8.11,180,closed,2024-11-08 20:51:33
4682,29272,Home,6449877.84,10.22,12,approved,2023-10-11 11:54:22
4683,25153,Auto,6820410.49,13.89,60,rejected,2024-06-15 09:43:50
4684,6709,Personal,4282141.47,14.76,24,approved,2024-09-06 20:15:25
4685,58264,Home,4161042.17,8.52,240,approved,2024-06-26 10:12:26
4686,22364,Personal,8827204.37,11.26,12,approved,2023-07-19 17:55:40
4687,74335,Business,2632477.24,14.89,180,pending,2024-02-05 11:55:31
4688,99795,Business,362587.11,8.02,60,rejected,2023-09-05 00:48:48
4689,11565,Business,2135042.28,9.9,36,approved,2023-09-17 07:16:18
4690,94359,Business,6842543.4,13.91,48,closed,2025-03-17 13:32:26
4691,95566,Business,8632812.66,11.28,12,rejected,2025-03-20 10:24:15
4692,6192,Education,6254453.47,11.07,24,rejected,2024-04-20 17:48:12
4693,89308,Business,6763975.88,13.51,60,closed,2024-06-03 11:58:38
4694,60916,Personal,403961.16,14.13,60,rejected,2023-10-26 18:15:11
4695,57193,Education,8357723.97,12.16,120,closed,2025-03-23 05:24:39
4696,89662,Auto,6107829.33,7.01,48,closed,2024-06-16 11:30:16
4697,98913,Home,5094005.42,9.18,60,closed,2024-04-24 02:48:53
4698,2364,Home,7016498.74,10.77,240,rejected,2023-12-28 20:41:15
4699,88461,Business,5527063.75,12.19,180,pending,2024-05-29 20:17:49
4700,66452,Personal,8952598.54,11.82,180,rejected,2024-01-11 08:07:37
4701,56478,Education,8764750.32,13.32,120,closed,2024-07-20 03:08:30
4702,57459,Home,518042.87,13.0,120,closed,2024-09-21 23:12:39
4703,99397,Home,8360146.16,11.32,24,rejected,2024-10-06 20:19:24
4704,49534,Home,5462565.3,8.62,120,closed,2024-08-17 18:29:35
4705,87264,Home,4521058.43,14.39,24,rejected,2023-05-28 20:50:17
4706,56781,Personal,9184254.74,12.81,180,closed,2024-05-08 13:42:30
4707,71732,Auto,9642377.86,8.43,240,closed,2025-01-03 04:27:03
4708,69514,Home,551939.48,8.88,180,closed,2024-03-26 05:01:52
4709,88699,Personal,6167155.4,10.88,24,closed,2023-04-21 10:55:57
4710,86766,Business,4726183.0,14.81,120,pending,2023-11-06 06:17:29
4711,58682,Personal,2591039.39,14.84,240,closed,2024-04-08 01:06:38
4712,52272,Education,5292003.53,10.23,240,pending,2024-03-25 12:18:57
4713,95189,Home,7818157.77,8.22,12,pending,2024-12-14 00:34:49
4714,82523,Personal,9363859.35,12.06,36,approved,2024-04-25 09:23:20
4715,10717,Home,7137035.24,13.08,36,pending,2024-07-23 21:31:54
4716,12990,Education,4113505.18,12.12,24,approved,2024-04-29 00:02:10
4717,16889,Auto,1595005.6,9.33,24,closed,2025-02-27 14:38:52
4718,27343,Home,4612671.31,11.46,180,closed,2024-04-14 19:09:27
4719,35332,Personal,2751592.95,12.46,240,rejected,2024-03-28 18:28:25
4720,32780,Education,6768468.21,8.03,240,rejected,2024-03-23 06:18:33
4721,28971,Auto,5814591.67,9.92,240,approved,2024-12-04 02:59:49
4722,89132,Personal,9916700.81,14.62,12,pending,2024-10-12 02:43:26
4723,76998,Auto,6962054.59,9.26,60,pending,2023-03-29 12:35:04
4724,57019,Business,925121.58,8.11,240,approved,2023-07-23 11:03:49
4725,71112,Home,4456322.39,12.2,36,pending,2024-02-18 07:27:05
4726,1058,Auto,3904192.07,10.72,60,closed,2023-06-15 02:16:44
4727,98853,Auto,8199016.6,14.44,240,approved,2023-05-05 07:47:00
4728,12435,Auto,205247.19,10.85,180,closed,2024-04-12 17:12:38
4729,36372,Education,456258.95,9.25,48,pending,2024-08-13 02:22:23
4730,97473,Home,3009393.25,14.45,48,closed,2024-02-25 18:50:55
4731,93893,Education,8245906.05,13.3,240,pending,2024-06-15 18:34:02
4732,24384,Business,4839226.33,10.25,240,closed,2023-11-14 12:48:56
4733,65816,Education,6145981.97,9.99,24,approved,2025-02-12 19:50:45
4734,28851,Business,5868516.9,9.27,120,pending,2023-07-02 02:26:40
4735,14154,Home,5845560.31,8.15,180,closed,2025-02-19 03:34:43
4736,6334,Education,4311814.19,11.46,24,pending,2023-08-05 14:04:55
4737,57072,Auto,5313957.42,14.36,48,closed,2024-12-01 11:50:29
4738,89912,Business,1881375.14,7.03,240,approved,2025-03-05 00:58:47
4739,33719,Home,1350103.9,8.67,36,rejected,2023-06-02 18:45:22
4740,68143,Home,9253542.47,11.21,120,approved,2023-07-16 09:40:28
4741,94391,Personal,3816284.38,13.01,24,closed,2024-05-19 01:14:18
4742,85858,Business,7231745.87,14.89,60,closed,2024-09-22 06:45:02
4743,81651,Auto,8774742.45,11.03,48,approved,2025-02-19 01:28:30
4744,35433,Auto,8194216.42,10.02,240,rejected,2024-09-26 16:15:42
4745,55214,Home,9268460.01,12.68,240,closed,2023-09-29 10:18:01
4746,36606,Education,9889415.3,7.08,60,pending,2023-04-29 02:22:43
4747,2697,Auto,6249736.56,7.51,12,closed,2023-12-28 10:53:05
4748,97669,Personal,9459126.64,10.8,240,approved,2024-06-23 10:51:14
4749,3462,Personal,7379273.33,9.62,12,rejected,2024-04-19 04:00:19
4750,90939,Business,9798619.15,14.73,180,approved,2024-02-01 19:10:00
4751,87138,Home,2737568.97,12.59,12,pending,2023-05-02 11:41:05
4752,65322,Education,1379896.81,13.89,12,rejected,2023-09-12 14:46:49
4753,26778,Auto,1428751.99,13.49,48,rejected,2023-07-27 00:37:42
4754,58586,Education,1619581.28,8.62,120,pending,2023-08-27 21:28:54
4755,61697,Auto,5227865.48,13.12,180,rejected,2024-06-12 08:12:31
4756,81722,Personal,4464045.23,9.24,12,approved,2025-02-21 01:29:23
4757,75530,Education,2230894.8,11.16,60,pending,2024-11-20 16:26:02
4758,13621,Business,3762236.0,7.13,180,pending,2024-10-23 02:45:37
4759,94655,Home,2901044.48,7.99,24,rejected,2023-08-07 03:28:00
4760,89317,Home,7305635.48,13.55,240,rejected,2025-01-04 18:32:25
4761,37722,Auto,6244916.75,14.77,60,rejected,2023-04-14 07:17:42
4762,6870,Business,9817713.99,13.8,24,pending,2024-07-06 01:29:05
4763,75455,Business,1807144.59,7.24,24,pending,2023-05-22 18:58:21
4764,67376,Education,6920191.13,7.72,240,approved,2023-12-08 15:09:04
4765,45476,Education,3500652.68,14.69,24,closed,2024-05-29 08:14:22
4766,3154,Auto,1292633.2,13.87,48,approved,2023-07-25 09:30:54
4767,32083,Personal,588535.87,11.74,36,closed,2024-01-04 17:33:45
4768,41411,Auto,8583534.08,8.47,60,closed,2024-10-01 21:58:20
4769,28819,Personal,8183200.55,13.01,180,rejected,2025-03-21 06:14:00
4770,63763,Home,9544670.48,10.13,240,closed,2023-04-29 04:57:51
4771,25513,Auto,3995691.65,11.64,24,rejected,2023-04-04 10:11:40
4772,60295,Personal,8047854.41,8.77,60,closed,2024-07-22 04:11:10
4773,92909,Auto,7710559.11,10.06,48,closed,2025-03-17 04:55:08
4774,15764,Business,9422219.56,9.34,48,approved,2025-03-23 18:07:20
4775,38048,Business,3679264.05,11.97,240,approved,2024-01-14 16:08:14
4776,12456,Business,2979084.1,11.58,24,pending,2024-12-08 01:06:37
4777,81843,Business,8479034.97,12.29,48,pending,2023-06-22 04:51:50
4778,51636,Home,820424.89,14.66,60,rejected,2024-01-31 12:35:34
4779,91403,Education,1788058.61,13.53,36,approved,2023-08-25 04:45:41
4780,74729,Personal,8141818.32,9.49,12,closed,2023-04-23 16:10:11
4781,79295,Business,6155734.61,9.24,60,closed,2023-12-31 09:31:58
4782,24348,Personal,3881566.48,13.15,180,closed,2024-08-30 13:54:04
4783,59621,Personal,3545104.06,13.44,48,approved,2023-06-06 02:52:53
4784,40427,Education,2662081.09,12.65,24,approved,2024-09-07 22:45:39
4785,11845,Education,3874164.87,14.21,12,approved,2024-08-14 08:14:02
4786,41690,Business,481029.41,8.8,60,rejected,2024-08-03 18:52:40
4787,75555,Home,6723843.28,9.39,180,approved,2024-02-23 01:30:21
4788,3407,Education,1809776.26,7.02,48,pending,2024-07-30 03:05:44
4789,54701,Auto,8176856.15,13.08,12,closed,2024-06-11 03:21:11
4790,5987,Education,8226128.25,14.74,180,approved,2024-04-30 02:59:25
4791,34291,Auto,7952162.19,13.24,24,closed,2024-05-24 14:35:11
4792,61377,Personal,6378920.93,7.25,12,approved,2024-09-07 19:19:34
4793,41032,Auto,8214763.52,12.91,36,approved,2023-10-24 20:37:05
4794,99667,Auto,7056934.3,13.1,12,pending,2023-08-26 08:50:02
4795,92000,Auto,2088451.26,14.81,60,approved,2024-05-28 15:30:34
4796,4378,Home,6531458.74,8.09,60,closed,2024-06-21 07:40:06
4797,55072,Auto,7065619.89,8.75,48,closed,2024-05-27 18:10:48
4798,49741,Business,3747726.34,7.89,60,pending,2023-06-21 22:35:02
4799,82960,Auto,9977761.79,10.25,180,pending,2023-12-04 04:32:45
4800,87189,Personal,2095588.55,10.34,12,pending,2024-06-02 01:51:54
4801,18640,Business,2183085.1,13.16,24,closed,2024-04-19 20:53:06
4802,56071,Auto,4341099.64,14.0,24,pending,2023-06-12 05:41:56
4803,37731,Education,7254143.97,13.13,12,approved,2023-11-07 22:22:34
4804,59251,Personal,7323620.77,7.25,48,rejected,2023-04-18 12:50:00
4805,20450,Education,574483.64,8.35,36,closed,2023-12-23 02:46:01
4806,32696,Home,467945.27,11.01,60,closed,2025-03-11 13:48:30
4807,8617,Business,7626864.08,10.76,240,closed,2024-02-27 22:37:30
4808,95286,Personal,7994500.44,14.96,12,rejected,2024-07-05 17:54:49
4809,31516,Business,9378067.5,12.75,48,rejected,2023-05-03 23:18:46
4810,27447,Personal,6514963.42,9.89,48,closed,2024-05-26 11:08:29
4811,98633,Auto,3381874.31,11.48,120,closed,2025-03-12 13:09:14
4812,56689,Business,6734227.42,8.59,240,rejected,2023-12-01 13:20:59
4813,72645,Auto,6408457.5,8.19,48,pending,2024-02-19 12:50:22
4814,4601,Education,6744089.88,14.03,60,closed,2023-11-13 18:13:46
4815,33316,Business,8064886.68,9.34,240,closed,2023-08-31 22:19:45
4816,96354,Business,9426006.17,14.55,240,rejected,2024-03-06 23:16:28
4817,7204,Education,9178873.25,10.8,180,pending,2023-10-28 07:38:58
4818,41868,Home,2189416.73,8.53,60,approved,2025-03-16 19:33:32
4819,57515,Education,2375549.34,8.39,180,pending,2024-08-05 15:33:19
4820,74747,Home,8625996.58,14.39,12,pending,2023-05-16 20:16:30
